1.794239196777343750e+02,1.513773193359375000e+02,1.504738006591796875e+02,1.644978790283203125e+02,1.600225830078125000e+02,1.685785522460937500e+02,1.582525787353515625e+02,1.644668121337890625e+02,1.602175140380859375e+02,1.749468841552734375e+02,1.771859588623046875e+02,1.623469238281250000e+02,1.661341552734375000e+02,1.613591461181640625e+02,1.758085021972656250e+02,1.735560150146484375e+02,1.741387023925781250e+02,1.775590820312500000e+02,1.743986511230468750e+02,1.739266967773437500e+02,1.753996124267578125e+02,1.851552124023437500e+02,1.802042846679687500e+02,1.724826507568359375e+02,1.732783966064453125e+02,1.769098968505859375e+02,1.765168457031250000e+02,1.817927703857421875e+02,1.805942382812500000e+02,1.802459564208984375e+02,1.750843963623046875e+02,1.876599273681640625e+02,1.657280731201171875e+02,1.870449371337890625e+02,1.740483856201171875e+02,1.897636413574218750e+02,1.961686248779296875e+02,2.009061737060546875e+02,1.970764770507812500e+02,1.891086120605468750e+02,1.970182342529296875e+02,1.846892395019531250e+02,1.963365631103515625e+02,1.992513732910156250e+02,1.786156158447265625e+02,1.769589996337890625e+02,1.802722778320312500e+02,1.908971862792968750e+02,1.881807250976562500e+02,1.903771972656250000e+02
1.540358428955078125e+02,1.321819000244140625e+02,1.435021972656250000e+02,1.312179107666015625e+02,1.389461975097656250e+02,1.563518218994140625e+02,1.415977020263671875e+02,1.489750213623046875e+02,1.368862915039062500e+02,1.418932800292968750e+02,1.478590850830078125e+02,1.457829742431640625e+02,1.511705932617187500e+02,1.295445861816406250e+02,1.671765441894531250e+02,1.445017242431640625e+02,1.287975769042968750e+02,1.372509002685546875e+02,1.382536468505859375e+02,1.371897277832031250e+02,1.412746887207031250e+02,1.457609252929687500e+02,1.409868469238281250e+02,1.285631256103515625e+02,1.318881225585937500e+02,1.320217285156250000e+02,1.234151458740234375e+02,1.489583282470703125e+02,1.362394409179687500e+02,1.349923553466796875e+02,1.284478912353515625e+02,1.356306762695312500e+02,1.201007537841796875e+02,1.522232208251953125e+02,1.215111007690429688e+02,1.314578094482421875e+02,1.353491516113281250e+02,1.427881927490234375e+02,1.471072998046875000e+02,1.224303588867187500e+02,1.288781127929687500e+02,1.189057235717773438e+02,1.206916122436523438e+02,1.389367980957031250e+02,1.177133941650390625e+02,1.132051467895507812e+02,1.109200973510742188e+02,1.166081390380859375e+02,1.259247589111328125e+02,1.147367553710937500e+02
1.299837646484375000e+02,1.198177871704101562e+02,1.235619964599609375e+02,1.202261199951171875e+02,1.271202316284179688e+02,1.323536682128906250e+02,1.199653015136718750e+02,1.268976364135742188e+02,1.206158447265625000e+02,1.259103622436523438e+02,1.259329376220703125e+02,1.178136291503906250e+02,1.360319671630859375e+02,1.095441741943359375e+02,1.297914581298828125e+02,1.218972625732421875e+02,1.128245010375976562e+02,1.071686630249023438e+02,1.241035537719726562e+02,1.253292388916015625e+02,1.217710342407226562e+02,1.283818817138671875e+02,1.207653274536132812e+02,1.260212402343750000e+02,1.219648666381835938e+02,1.190336151123046875e+02,1.174669036865234375e+02,1.266932220458984375e+02,1.204284133911132812e+02,1.210537796020507812e+02,1.246764144897460938e+02,1.223823089599609375e+02,1.197139816284179688e+02,1.294127960205078125e+02,1.175282745361328125e+02,1.286454620361328125e+02,1.320342559814453125e+02,1.361657409667968750e+02,1.270882568359375000e+02,1.210899734497070312e+02,1.226873931884765625e+02,1.235022048950195312e+02,1.253596191406250000e+02,1.347247924804687500e+02,1.150900192260742188e+02,1.179507293701171875e+02,1.234057235717773438e+02,1.212983551025390625e+02,1.421713867187500000e+02,1.225219650268554688e+02
6.819931793212890625e+01,6.255142211914062500e+01,6.251799774169921875e+01,6.638262176513671875e+01,6.582222747802734375e+01,7.114631652832031250e+01,6.255104827880859375e+01,6.489907073974609375e+01,6.390595626831054688e+01,6.547239685058593750e+01,7.299813079833984375e+01,6.222719955444335938e+01,7.440650177001953125e+01,6.634125518798828125e+01,7.494155883789062500e+01,7.476304626464843750e+01,7.060037994384765625e+01,6.920790863037109375e+01,7.945702362060546875e+01,8.444793701171875000e+01,7.257640075683593750e+01,8.574851989746093750e+01,7.625086975097656250e+01,7.464894104003906250e+01,7.411415863037109375e+01,8.276616668701171875e+01,7.236333465576171875e+01,8.673490905761718750e+01,7.696645355224609375e+01,8.028164672851562500e+01,7.625881195068359375e+01,8.487531280517578125e+01,8.649537658691406250e+01,8.354351043701171875e+01,8.015538787841796875e+01,8.218797302246093750e+01,1.065444564819335938e+02,8.910031890869140625e+01,7.854080963134765625e+01,8.135143280029296875e+01,8.371350860595703125e+01,8.351178741455078125e+01,9.252347564697265625e+01,9.504849243164062500e+01,7.886784362792968750e+01,8.117921447753906250e+01,7.820210266113281250e+01,8.293555450439453125e+01,9.652924346923828125e+01,7.765524291992187500e+01
1.126217422485351562e+02,8.881175231933593750e+01,9.582520294189453125e+01,1.009946823120117188e+02,1.051114807128906250e+02,1.069140930175781250e+02,9.030339813232421875e+01,1.025635833740234375e+02,9.407753753662109375e+01,1.042665100097656250e+02,1.035928802490234375e+02,9.958173370361328125e+01,1.173661956787109375e+02,9.444921112060546875e+01,1.115362930297851562e+02,1.084554977416992188e+02,1.021920013427734375e+02,9.729337310791015625e+01,1.115875396728515625e+02,1.152838745117187500e+02,1.086414566040039062e+02,1.151341552734375000e+02,1.066254501342773438e+02,1.088466796875000000e+02,1.110680999755859375e+02,1.008289947509765625e+02,9.945684051513671875e+01,1.164047088623046875e+02,1.059800186157226562e+02,1.145094985961914062e+02,1.190483856201171875e+02,1.173469543457031250e+02,1.083061065673828125e+02,1.189163818359375000e+02,1.056264419555664062e+02,1.167732772827148438e+02,1.249190902709960938e+02,1.259732208251953125e+02,1.098200912475585938e+02,1.080246505737304688e+02,1.127139663696289062e+02,1.130184020996093750e+02,1.203232040405273438e+02,1.252029418945312500e+02,1.066139678955078125e+02,1.013318939208984375e+02,1.158456115722656250e+02,1.064798202514648438e+02,1.287506408691406250e+02,1.082089385986328125e+02
1.936205139160156250e+02,1.725621948242187500e+02,1.698125000000000000e+02,1.821239776611328125e+02,1.840787048339843750e+02,1.838762969970703125e+02,1.717712707519531250e+02,1.760599670410156250e+02,1.686588897705078125e+02,1.800308837890625000e+02,1.875778961181640625e+02,1.711679229736328125e+02,1.859205017089843750e+02,1.796672210693359375e+02,1.889844818115234375e+02,1.836942596435546875e+02,1.844835052490234375e+02,1.770069885253906250e+02,1.867312011718750000e+02,1.863568878173828125e+02,1.822227783203125000e+02,1.892297821044921875e+02,1.834978790283203125e+02,1.833298645019531250e+02,1.762436523437500000e+02,1.895851440429687500e+02,1.845874023437500000e+02,1.972061614990234375e+02,1.764566802978515625e+02,1.783725128173828125e+02,1.756708679199218750e+02,1.848136901855468750e+02,1.747682189941406250e+02,1.794927062988281250e+02,1.746939697265625000e+02,1.856431427001953125e+02,1.954412231445312500e+02,1.922520141601562500e+02,1.795280151367187500e+02,1.761201477050781250e+02,1.812291412353515625e+02,1.790811614990234375e+02,1.839040985107421875e+02,1.874974365234375000e+02,1.662350921630859375e+02,1.772580871582031250e+02,1.638859100341796875e+02,1.797939758300781250e+02,1.779938507080078125e+02,1.837875518798828125e+02
1.598224182128906250e+02,1.375738830566406250e+02,1.455998077392578125e+02,1.502314910888671875e+02,1.539508514404296875e+02,1.607703857421875000e+02,1.469378204345703125e+02,1.467160491943359375e+02,1.431857299804687500e+02,1.494437103271484375e+02,1.538748321533203125e+02,1.417135772705078125e+02,1.679897308349609375e+02,1.406704711914062500e+02,1.677133483886718750e+02,1.440485992431640625e+02,1.294331970214843750e+02,1.414484863281250000e+02,1.624449157714843750e+02,1.620350189208984375e+02,1.541869506835937500e+02,1.667811737060546875e+02,1.625757293701171875e+02,1.573018493652343750e+02,1.398395385742187500e+02,1.492815399169921875e+02,1.461928253173828125e+02,1.696143035888671875e+02,1.401555480957031250e+02,1.432475280761718750e+02,1.500686798095703125e+02,1.495337524414062500e+02,1.504794769287109375e+02,1.641870880126953125e+02,1.465737152099609375e+02,1.542874298095703125e+02,1.773055267333984375e+02,1.715373535156250000e+02,1.467070922851562500e+02,1.504698333740234375e+02,1.403871459960937500e+02,1.580829925537109375e+02,1.424311981201171875e+02,1.692032012939453125e+02,1.246381072998046875e+02,1.330703735351562500e+02,1.393011016845703125e+02,1.452085571289062500e+02,1.521880645751953125e+02,1.374642639160156250e+02
1.162636260986328125e+02,1.016253280639648438e+02,1.084523010253906250e+02,1.094618072509765625e+02,1.168392639160156250e+02,1.121118927001953125e+02,1.106632461547851562e+02,1.121107101440429688e+02,1.078600311279296875e+02,1.170421066284179688e+02,1.107148132324218750e+02,1.077521362304687500e+02,1.237640991210937500e+02,9.792668914794921875e+01,1.178942489624023438e+02,1.140781936645507812e+02,1.086596755981445312e+02,1.005453414916992188e+02,1.188498992919921875e+02,1.200993118286132812e+02,1.103890457153320312e+02,1.122894592285156250e+02,1.080698623657226562e+02,1.185582580566406250e+02,1.195422210693359375e+02,1.062451324462890625e+02,1.088369598388671875e+02,1.170388412475585938e+02,1.141270370483398438e+02,1.130541152954101562e+02,1.162767486572265625e+02,1.124480972290039062e+02,1.077117080688476562e+02,1.167550277709960938e+02,1.072200393676757812e+02,1.193637390136718750e+02,1.268050842285156250e+02,1.227680587768554688e+02,1.200222396850585938e+02,1.111214828491210938e+02,1.118581848144531250e+02,1.189442291259765625e+02,1.151595153808593750e+02,1.266951065063476562e+02,1.099471282958984375e+02,1.087949676513671875e+02,1.170826797485351562e+02,1.100716934204101562e+02,1.312960052490234375e+02,1.152077636718750000e+02
1.669484252929687500e+02,1.460997314453125000e+02,1.566604461669921875e+02,1.487214813232421875e+02,1.613205871582031250e+02,1.594601135253906250e+02,1.469094238281250000e+02,1.553375244140625000e+02,1.436990814208984375e+02,1.592292327880859375e+02,1.600291595458984375e+02,1.511145782470703125e+02,1.611450805664062500e+02,1.532313995361328125e+02,1.673095397949218750e+02,1.592308654785156250e+02,1.506519165039062500e+02,1.504550476074218750e+02,1.594782714843750000e+02,1.578824157714843750e+02,1.624555358886718750e+02,1.627933654785156250e+02,1.579841156005859375e+02,1.593993072509765625e+02,1.536424713134765625e+02,1.565707397460937500e+02,1.582820281982421875e+02,1.703421020507812500e+02,1.571846771240234375e+02,1.558443603515625000e+02,1.546853637695312500e+02,1.669367828369140625e+02,1.528368530273437500e+02,1.609811248779296875e+02,1.498916168212890625e+02,1.550716247558593750e+02,1.612875518798828125e+02,1.661079711914062500e+02,1.480778350830078125e+02,1.505661010742187500e+02,1.616514892578125000e+02,1.512290039062500000e+02,1.551405792236328125e+02,1.600280456542968750e+02,1.471421661376953125e+02,1.384161987304687500e+02,1.366736297607421875e+02,1.482354736328125000e+02,1.506957397460937500e+02,1.422481842041015625e+02
1.480107421875000000e+02,1.352395172119140625e+02,1.371311340332031250e+02,1.333992767333984375e+02,1.380130767822265625e+02,1.457372131347656250e+02,1.324032135009765625e+02,1.362810516357421875e+02,1.305116119384765625e+02,1.383133850097656250e+02,1.385802917480468750e+02,1.385718536376953125e+02,1.481761322021484375e+02,1.253351898193359375e+02,1.470884552001953125e+02,1.382667999267578125e+02,1.237449569702148438e+02,1.283000640869140625e+02,1.398776092529296875e+02,1.360595855712890625e+02,1.334929199218750000e+02,1.420207824707031250e+02,1.344189300537109375e+02,1.306715698242187500e+02,1.271806640625000000e+02,1.297829895019531250e+02,1.232244491577148438e+02,1.383746490478515625e+02,1.286922454833984375e+02,1.314864349365234375e+02,1.269871597290039062e+02,1.307887268066406250e+02,1.262152404785156250e+02,1.366237335205078125e+02,1.240648269653320312e+02,1.254274749755859375e+02,1.344143218994140625e+02,1.362750396728515625e+02,1.323957519531250000e+02,1.250040054321289062e+02,1.272150115966796875e+02,1.228622512817382812e+02,1.230822448730468750e+02,1.384288177490234375e+02,1.174147644042968750e+02,1.234285659790039062e+02,1.194236602783203125e+02,1.188773193359375000e+02,1.291546325683593750e+02,1.228631820678710938e+02
